invoice_number,purchase_order,vendor_id,vendor_name,gst_number,category,country,state,currency,invoice_amount,gst_percentage,tax_amount,discount_percent,discount_amount,subtotal,total_amount,payment_method,payment_terms,payment_status,invoice_date,due_date,invoice_description,vendor_frequency,vendor_risk,blacklisted,duplicate_invoice,duplicate_po,gst_valid,tax_mismatch,date_anomaly,amount_anomaly,payment_anomaly,vendor_mismatch,currency_mismatch,risk_score,fraud
INV-2026-000873,PO-2026-000873,VEN1022,Skyline Systems,08BGOOI3744QZZV,Cloud Services,India,RJ,INR,47481.39,18,8546.65,5,2374.07,45107.32,53653.97,Bank Transfer,30,Pending,2026-03-14,2026-04-13,Server Upgrade,46,Medium,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-000874,PO-2026-000874,VEN1069,Unknown Vendor,INVALIDGST,Consulting,India,DL,INR,164949.21,18,29690.86,5,8247.46,156701.75,186392.61,NEFT,45,Overdue,2026-04-29,2026-04-27,IT Infrastructure Upgrade,113,Medium,False,0,0,0,0,1,0,0,1,0,40,0
INV-2026-000875,PO-2026-000875,VEN1070,Delta Services,27ELCFF1383N8ZX,Consulting,India,MH,INR,130854.92,18,23553.89,0,0.0,130854.92,154408.81,NEFT,15,Paid,2026-03-23,2026-04-07,Annual Maintenance Contract,144,Medium,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-009616,PO-2026-000876,VEN1009,Skyline Corporation,08CNJXF6117LTZ3,Electronics,India,RJ,GBP,111195.79,28,31134.82,10,11119.58,100076.21,131211.03,RTGS,60,Failed,2025-12-12,2025-11-26,Network Switch Installation,29,Low,False,1,0,1,0,1,0,1,0,1,60,0
INV-2026-000877,PO-2026-000877,VEN1019,Zenith Solutions,36EHUCM1069QSZP,Office Supplies,India,TS,INR,9761.82,12,1171.42,10,976.18,8785.64,9957.06,Cheque,30,Processing,2025-10-06,2025-11-05,Cyber Security Audit,143,Low,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-000878,PO-2026-000878,VEN1098,Vision Solutions,36HPMQP9221E8ZL,Electronics,India,TS,GBP,72210.07,28,48743.76,0,0.0,72210.07,92428.89,Cheque,30,Paid,2026-02-28,2026-03-30,Laptop Procurement,44,Low,False,0,0,1,1,0,0,0,0,1,20,0
INV-2026-000879,PO-2026-000879,VEN1042,Sigma Private Limited,INVALIDGST,Hardware,India,GJ,USD,715700.41,18,28133.59,5,7814.89,148482.82,176616.41,UPI,30,Processing,2026-03-29,2026-03-23,Office Furniture Purchase,133,Low,False,0,0,0,0,1,1,0,0,1,60,0
INV-2026-000880,PO-2026-000880,VEN1050,Prime Software,INVALIDGST,Consulting,India,WB,INR,53726.68,18,9670.8,0,0.0,53726.68,63397.48,NEFT,15,Paid,2025-11-28,2025-12-13,Cloud Infrastructure Subscription,146,Medium,False,0,0,0,0,0,0,0,0,0,25,0
INV-2026-000881,PO-2026-000881,VEN1042,Sigma Private Limited,24SPHQM4950W7ZT,Hardware,India,GJ,INR,177478.11,18,31946.06,5,8873.91,168604.2,200550.26,UPI,30,Paid,2026-03-06,2026-04-05,Business Analytics Consulting,133,Low,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-002372,PO-2026-000882,VEN1028,Unknown Vendor,08EHVXE8524XGZP,Maintenance,India,RJ,INR,49639.27,18,10831.61,0,0.0,49639.27,58574.34,RTGS,45,Paid,2026-01-05,2025-12-31,Printer Cartridge Supply,94,Medium,False,1,0,1,1,1,0,0,1,0,65,0
INV-2026-007816,PO-2026-000870,VEN1082,Zenith Services,07AOEQV5055IKZK,Hardware,India,DL,INR,175910.19,18,31663.83,5,8795.51,167114.68,198778.51,NEFT,15,Failed,2026-05-16,2026-05-31,Office Furniture Purchase,142,Low,True,1,1,1,0,0,0,1,0,0,100,1
INV-2026-000884,PO-2026-000884,VEN1040,Quantum Consulting,33NJZSC7551X9Z8,Office Supplies,India,TN,INR,49898.29,12,5987.79,5,2494.91,47403.38,53391.17,UPI,15,Processing,2026-03-03,2026-03-18,Server Upgrade,74,Low,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-000885,PO-2026-000885,VEN1082,Zenith Services,07AOEQV5055IKZK,Hardware,India,DL,INR,194615.82,18,35030.85,0,0.0,194615.82,229646.67,NEFT,45,Pending,2026-01-16,2026-03-02,IT Infrastructure Upgrade,142,Low,True,0,0,1,0,0,0,0,0,0,0,0
INV-2026-000886,PO-2026-000886,VEN1021,Nova Systems,33QYIAV1532CHZ3,Consulting,India,TN,INR,122459.41,18,22042.69,5,6122.97,116336.44,138379.13,RTGS,45,Pending,2025-07-07,2025-08-21,Cloud Infrastructure Subscription,46,Low,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-000887,PO-2026-000887,VEN1012,Vision Software,27YEIEX0493VBZ5,Networking,India,MH,INR,139673.34,18,25141.2,0,0.0,139673.34,164814.54,Cheque,45,Paid,2025-07-07,2025-08-21,Printer Cartridge Supply,111,High,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-000888,PO-2026-000888,VEN1098,Vision Solutions,36HPMQP9221E8ZL,Electronics,India,TS,INR,73573.14,28,20600.48,0,0.0,73573.14,94173.62,Cheque,30,Pending,2025-10-10,2025-11-09,Firewall Installation,44,Low,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-000889,PO-2026-000889,VEN1075,Zenith Networks,24MXSAN6899M3Z2,Electronics,India,GJ,INR,20125.7,28,5635.2,0,0.0,20125.7,25760.9,RTGS,60,Pending,2025-08-09,2025-10-08,Cloud Storage Expansion,70,Low,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-000890,PO-2026-000890,VEN1000,Future Networks,33UBSDD5851HRZW,Networking,India,TN,INR,135423.9,18,24376.3,10,13542.39,121881.51,146257.81,NEFT,60,Paid,2026-01-07,2026-03-08,Network Switch Installation,110,Low,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-000891,PO-2026-000891,VEN1085,Alpha Networks,INVALIDGST,Maintenance,India,WB,INR,32268.27,18,5808.29,0,0.0,32268.27,38076.56,Bank Transfer,60,Processing,2026-06-20,2026-08-19,Firewall Installation,146,Medium,False,0,0,0,0,0,0,0,0,0,25,0
INV-2026-007391,PO-2026-000892,VEN1031,Unknown Vendor,08UZATU0993MOZN,Consulting,India,RJ,INR,210981.49,18,12451.31,10,6917.39,62256.53,74707.84,Bank Transfer,60,Pending,2025-12-19,2026-02-17,Firewall Installation,73,High,False,1,0,1,0,0,1,0,1,0,50,0
INV-2026-000893,PO-2026-000893,VEN1058,Prime Industries,19KPLFJ5654V5ZI,Networking,India,WB,INR,139076.17,18,25033.71,5,6953.81,132122.36,157156.07,UPI,30,Pending,2026-01-04,2026-02-03,Annual Maintenance Contract,65,Medium,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-000894,PO-2026-000894,VEN1041,Tech Systems,36XOQRC5859VQZ8,Networking,India,TS,INR,182038.24,18,32766.88,10,18203.82,163834.42,196601.3,UPI,30,Processing,2025-11-24,2025-12-24,Annual Maintenance Contract,135,Low,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-000895,PO-2026-000895,VEN1031,Apex Electronics,08UZATU0993MOZN,Consulting,India,RJ,INR,69770.68,18,12558.72,0,0.0,69770.68,82329.4,Bank Transfer,45,Processing,2026-01-08,2026-02-22,Cyber Security Audit,73,High,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-000896,PO-2026-009514,VEN1029,Nova Industries,29PFRPH6751ELZ8,Networking,India,KA,INR,116005.46,18,20880.98,5,5800.27,110205.19,131086.17,RTGS,45,Failed,2025-11-17,2026-01-01,Software License Renewal,123,Low,False,0,1,1,0,0,0,1,0,0,35,0
INV-2026-000897,PO-2026-000897,VEN1019,Zenith Solutions,36EHUCM1069QSZP,Office Supplies,India,TS,INR,10440.86,12,1252.9,5,522.04,9918.82,11171.72,Cheque,15,Pending,2026-04-02,2026-04-17,Business Analytics Consulting,143,Low,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-000898,PO-2026-000071,VEN1064,Unknown Vendor,33WOMCQ9808I3ZG,Electronics,India,TN,INR,171111.1,28,111016.58,5,8555.56,162555.54,210466.65,Bank Transfer,45,Processing,2026-06-27,2026-08-11,Firewall Installation,144,Low,False,0,1,1,1,0,0,0,1,0,40,0
INV-2026-000899,PO-2026-000899,VEN1093,Delta Consulting,INVALIDGST,Cloud Services,India,KA,INR,48001.38,18,8640.25,5,2400.07,45601.31,54241.56,Cheque,45,Pending,2025-08-12,2025-08-05,Cyber Security Audit,80,Medium,False,0,0,0,0,1,0,0,0,0,40,0
INV-2026-000900,PO-2026-000900,VEN1031,Apex Electronics,08UZATU0993MOZN,Consulting,India,RJ,INR,70721.38,18,12729.85,5,3536.07,67185.31,79915.16,Bank Transfer,30,Processing,2026-04-24,2026-05-24,Printer Cartridge Supply,73,High,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-000901,PO-2026-000901,VEN1096,Unknown Vendor,27PYYMI5544SBZS,Software,India,MH,INR,33660.16,18,10635.26,10,3366.02,30294.14,36352.97,UPI,60,Paid,2025-11-30,2025-11-11,Server Upgrade,95,Low,False,0,0,1,1,1,0,0,1,0,35,0
INV-2026-000902,PO-2026-000902,VEN1008,Bluechip Electronics,19GPPXD3824VWZ6,Hardware,India,WB,INR,200366.47,18,36065.96,5,10018.32,190348.15,226414.11,NEFT,15,Processing,2025-07-28,2025-08-12,Office Furniture Purchase,129,Low,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-000903,PO-2026-000903,VEN1014,Vision Electronics,24IJUJJ2795S6Z3,Cloud Services,India,GJ,INR,123703.78,18,22266.68,5,6185.19,117518.59,139785.27,Cheque,45,Overdue,2025-10-13,2025-11-27,Firewall Installation,13,Low,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-002605,PO-2026-000904,VEN1044,Unknown Vendor,33FGXVE2142LWZW,Software,India,TN,INR,244674.02,18,2481.64,0,0.0,63663.3,75122.69,Bank Transfer,60,Processing,2026-05-17,2026-07-16,Desktop Computer Purchase,128,Low,False,1,0,1,1,0,1,0,1,0,70,1
INV-2026-000905,PO-2026-000905,VEN1088,Quantum Solutions,08KEYYO4388SEZE,Software,India,RJ,INR,52228.26,18,9401.09,0,0.0,52228.26,61629.35,Cheque,45,Pending,2025-09-20,2025-11-04,Annual Maintenance Contract,88,High,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-000906,PO-2026-000906,VEN1091,Nova Private Limited,36PRVVT5834J1ZO,Networking,India,TS,INR,95045.54,18,17108.2,10,9504.55,85540.99,102649.19,RTGS,15,Overdue,2026-05-13,2026-05-28,Firewall Installation,80,Low,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-000907,PO-2026-000907,VEN1040,Quantum Consulting,33NJZSC7551X9Z8,Office Supplies,India,TN,EUR,30562.15,12,3667.46,10,3056.22,27505.93,31173.39,UPI,30,Processing,2026-03-09,2026-04-08,Laptop Procurement,74,Low,False,0,0,1,0,0,0,0,0,1,0,0
INV-2026-000908,PO-2026-000908,VEN1089,Global Corporation,33TOTUJ5069G7ZM,Maintenance,India,TN,INR,40193.33,18,7234.8,10,4019.33,36174.0,43408.8,UPI,60,Processing,2025-12-02,2026-01-31,Server Upgrade,56,Low,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-000909,PO-2026-000909,VEN1076,Vision Consulting,36GZEAX1029KBZU,Maintenance,India,TS,AED,57618.81,18,10371.39,0,0.0,57618.81,67990.2,UPI,60,Overdue,2025-10-12,2025-12-11,Annual Maintenance Contract,55,Low,False,0,0,1,0,0,0,0,0,1,0,0
INV-2026-000910,PO-2026-000910,VEN1029,Nova Industries,29PFRPH6751ELZ8,Networking,India,KA,INR,131309.31,18,23635.68,0,0.0,131309.31,154944.99,RTGS,60,Processing,2025-09-11,2025-11-10,Cloud Storage Expansion,123,Low,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-000911,PO-2026-000911,VEN1042,Sigma Private Limited,24SPHQM4950W7ZT,Hardware,India,GJ,INR,64231.17,18,11561.61,10,6423.12,57808.05,69369.66,UPI,15,Pending,2025-09-23,2025-10-08,Database Consulting,133,Low,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-000912,PO-2026-000912,VEN1058,Prime Industries,19KPLFJ5654V5ZI,Networking,India,WB,INR,107591.11,18,19366.4,0,0.0,107591.11,126957.51,UPI,30,Processing,2026-04-26,2026-05-26,Database Consulting,65,Medium,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-000913,PO-2026-000913,VEN1072,Delta Industries,29VUDMV2735U3ZX,Cloud Services,India,KA,INR,79328.54,18,14279.14,0,0.0,79328.54,93607.68,UPI,45,Pending,2026-02-26,2026-04-12,Server Upgrade,57,High,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-000914,PO-2026-000914,VEN1036,Skyline Private Limited,33RNNES2178L3Z4,Hardware,India,TN,INR,191425.38,18,34456.57,0,0.0,191425.38,225881.95,RTGS,45,Overdue,2025-10-30,2025-12-14,Desktop Computer Purchase,121,Low,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-000915,PO-2026-000915,VEN1032,Delta Software,33ZIPXX4214JDZV,Software,India,TN,INR,73282.11,18,13190.78,5,3664.11,69618.0,82808.78,Cheque,45,Pending,2025-12-18,2026-02-01,Cyber Security Audit,90,Low,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-000916,PO-2026-000916,VEN1006,Global Electronics,08NTUQU7662LLZA,Electronics,India,RJ,INR,85751.58,28,24010.44,10,8575.16,77176.42,101186.86,UPI,60,Overdue,2026-02-14,2026-04-15,Office Furniture Purchase,110,Medium,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-000917,PO-2026-000917,VEN1059,Global Consulting,27EHCKP6509LXZ9,Networking,India,MH,INR,34465.74,18,6203.83,5,1723.29,32742.45,38946.28,Bank Transfer,60,Processing,2026-05-18,2026-07-17,Business Analytics Consulting,121,Low,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-008413,PO-2026-000918,VEN1012,Vision Software,INVALIDGST,Networking,India,MH,INR,76344.05,18,13741.93,5,3817.2,72526.85,86268.78,Cheque,60,Failed,2026-01-18,2026-01-01,Office Furniture Purchase,111,High,False,1,0,0,0,1,0,1,0,0,85,1
INV-2026-000919,PO-2026-000919,VEN1070,Delta Services,27ELCFF1383N8ZX,Consulting,India,MH,INR,115740.04,18,20833.21,0,0.0,115740.04,136573.25,NEFT,15,Paid,2025-09-14,2025-09-29,Server Upgrade,144,Medium,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-000920,PO-2026-000920,VEN1075,Zenith Networks,24MXSAN6899M3Z2,Electronics,India,GJ,INR,20121.92,28,5634.14,0,0.0,20121.92,25756.06,RTGS,15,Processing,2025-09-16,2025-10-01,Software License Renewal,70,Low,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-000921,PO-2026-000921,VEN1072,Delta Industries,29VUDMV2735U3ZX,Cloud Services,India,KA,INR,79139.6,18,14245.13,0,0.0,79139.6,93384.73,UPI,15,Paid,2025-11-28,2025-12-13,Business Analytics Consulting,57,High,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-000922,PO-2026-000922,VEN1036,Skyline Private Limited,33RNNES2178L3Z4,Hardware,India,TN,INR,195726.25,18,35230.72,5,9786.31,185939.94,221170.66,RTGS,60,Overdue,2025-12-24,2026-02-22,Desktop Computer Purchase,121,Low,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-000923,PO-2026-000923,VEN1081,Nova Corporation,19AEGON5700M6Z7,Cloud Services,India,WB,INR,55800.51,18,10044.09,10,5580.05,50220.46,60264.55,Cheque,30,Paid,2026-03-06,2026-04-05,Business Analytics Consulting,93,Low,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-000924,PO-2026-000924,VEN1075,Zenith Networks,24MXSAN6899M3Z2,Electronics,India,GJ,INR,15377.67,28,4305.75,0,0.0,15377.67,19683.42,RTGS,30,Pending,2026-01-16,2026-02-15,Firewall Installation,70,Low,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-000925,PO-2026-000925,VEN1051,Global Enterprises,36IYOJC5062XXZL,Cloud Services,India,TS,INR,70316.34,18,12656.94,0,0.0,70316.34,82973.28,UPI,45,Paid,2026-01-27,2026-03-13,Business Analytics Consulting,26,High,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-000926,PO-2026-000926,VEN1041,Tech Systems,36XOQRC5859VQZ8,Networking,India,TS,INR,182150.34,18,32787.06,10,18215.03,163935.31,196722.37,UPI,30,Pending,2026-03-01,2026-03-31,Laptop Procurement,135,Low,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-000927,PO-2026-006386,VEN1019,Zenith Solutions,36EHUCM1069QSZP,Office Supplies,India,TS,USD,10424.78,12,1250.97,10,1042.48,9382.3,10633.27,Cheque,45,Failed,2026-02-01,2026-01-28,Firewall Installation,143,Low,False,0,1,1,0,1,0,1,0,1,50,0
INV-2026-000928,PO-2026-000928,VEN1069,Vertex Corporation,07LHRNK4158FSZL,Consulting,India,DL,GBP,325103.66,18,24404.99,5,6779.16,128804.12,153209.11,NEFT,15,Overdue,2026-06-20,2026-07-05,Office Furniture Purchase,113,Medium,False,0,0,1,0,0,1,0,0,1,20,0
INV-2026-000929,PO-2026-007407,VEN1072,Delta Industries,29VUDMV2735U3ZX,Cloud Services,India,KA,USD,79038.92,18,7122.94,0,0.0,79038.92,93265.93,UPI,15,Pending,2025-09-22,2025-10-07,Laptop Procurement,57,High,False,0,1,1,1,0,0,0,0,1,40,0
INV-2026-000930,PO-2026-000930,VEN1023,ABC Consulting,07PTLNI0916NFZP,Electronics,India,DL,INR,115104.26,28,32229.19,0,0.0,115104.26,147333.45,Bank Transfer,30,Processing,2026-01-05,2026-02-04,Cyber Security Audit,24,Low,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-000931,PO-2026-000931,VEN1049,ABC Enterprises,27FAVKH7373L9ZD,Consulting,India,MH,INR,118864.51,18,21395.61,10,11886.45,106978.06,128373.67,Bank Transfer,60,Pending,2026-04-23,2026-06-22,Business Analytics Consulting,107,Low,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-000932,PO-2026-000932,VEN1005,Future Private Limited,33HGUCP0802RKZD,Cloud Services,India,TN,INR,33455.3,18,6021.95,5,1672.77,31782.53,37804.48,NEFT,45,Paid,2025-10-09,2025-11-23,Cloud Storage Expansion,111,Medium,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-000933,PO-2026-000933,VEN1058,Prime Industries,19KPLFJ5654V5ZI,Networking,India,WB,INR,165964.44,18,29873.6,10,16596.44,149368.0,179241.6,UPI,45,Processing,2025-09-05,2025-10-20,Annual Maintenance Contract,65,Medium,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-001748,PO-2026-000934,VEN1005,Future Private Limited,INVALIDGST,Cloud Services,India,TN,INR,34374.61,18,6187.43,5,1718.73,32655.88,38843.31,NEFT,15,Processing,2025-12-17,2025-11-30,Printer Cartridge Supply,111,Medium,False,1,0,0,0,1,0,0,0,0,70,1
INV-2026-001317,PO-2026-000935,VEN1046,Unknown Vendor,08MQJPC5354YVZT,Electronics,India,RJ,AED,24200.27,28,6776.08,5,1210.01,22990.26,29766.34,NEFT,60,Failed,2026-03-26,2026-05-25,Software License Renewal,148,Low,False,1,0,1,0,0,0,1,1,1,45,0
INV-2026-000936,PO-2026-000936,VEN1070,Delta Services,27ELCFF1383N8ZX,Consulting,India,MH,INR,151707.37,18,27307.33,5,7585.37,144122.0,171429.33,NEFT,30,Processing,2025-11-11,2025-12-11,IT Infrastructure Upgrade,144,Medium,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-000937,PO-2026-000937,VEN1047,Vision Systems,08NGQTG4112B8ZN,Software,India,RJ,INR,75899.21,18,13661.86,10,7589.92,68309.29,81971.15,Bank Transfer,60,Paid,2025-11-02,2026-01-01,Network Switch Installation,89,Low,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-000938,PO-2026-006657,VEN1056,Unknown Vendor,36RDAMH4335ONZ6,Office Supplies,India,TS,INR,13038.25,12,1564.59,0,0.0,13038.25,14602.84,NEFT,60,Overdue,2025-08-30,2025-08-19,Server Upgrade,103,High,False,0,1,1,0,1,0,0,1,0,35,0
INV-2026-000939,PO-2026-000939,VEN1058,Prime Industries,19KPLFJ5654V5ZI,Networking,India,WB,INR,165573.76,18,29803.28,10,16557.38,149016.38,178819.66,UPI,30,Processing,2025-07-11,2025-08-10,Desktop Computer Purchase,65,Medium,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-000940,PO-2026-000940,VEN1012,Vision Software,27YEIEX0493VBZ5,Networking,India,MH,INR,124589.12,18,22426.04,5,6229.46,118359.66,140785.7,Cheque,15,Pending,2025-09-29,2025-10-14,IT Infrastructure Upgrade,111,High,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-001363,PO-2026-000941,VEN1038,Prime Technologies,24FGIUK4053ONZE,Cloud Services,India,GJ,INR,165999.92,18,4849.41,5,2195.64,41717.15,49621.45,Cheque,60,Failed,2025-07-28,2025-09-26,Office Furniture Purchase,109,Low,False,1,0,1,1,0,1,1,0,0,85,1
INV-2026-000942,PO-2026-000942,VEN1027,Quantum Networks,07WXITJ5998E5Z5,Electronics,India,DL,INR,35545.01,28,9952.6,5,1777.25,33767.76,43720.36,NEFT,60,Processing,2025-08-14,2025-10-13,Cyber Security Audit,57,Medium,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-000943,PO-2026-000943,VEN1086,Tech Technologies,19BRRHX5393F2ZJ,Maintenance,India,WB,INR,28601.35,18,5148.24,5,1430.07,27171.28,32319.52,Bank Transfer,30,Pending,2025-11-25,2025-12-25,Laptop Procurement,72,Low,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-000944,PO-2026-000944,VEN1074,Prime Networks,19ECCYD6459RYZR,Software,India,WB,INR,44596.87,18,8027.44,0,0.0,44596.87,52624.31,RTGS,60,Processing,2025-11-06,2026-01-05,Cloud Infrastructure Subscription,106,Low,True,0,0,1,0,0,0,0,0,0,0,0
INV-2026-000945,PO-2026-000945,VEN1077,Sigma Software,27KYTTJ3925GFZJ,Networking,India,MH,INR,55420.44,18,9975.68,10,5542.04,49878.4,59854.08,NEFT,30,Paid,2026-01-29,2026-02-28,Software License Renewal,112,Medium,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-000946,PO-2026-000946,VEN1090,Vertex Technologies,29TVPPP5141FCZV,Office Supplies,India,KA,INR,33545.49,12,4025.46,10,3354.55,30190.94,34216.4,UPI,60,Pending,2025-08-08,2025-10-07,Network Switch Installation,146,Low,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-000947,PO-2026-000947,VEN1001,ABC Software,27TGNMH8774S3ZS,Software,India,MH,INR,63331.68,18,11399.7,0,0.0,63331.68,74731.38,UPI,30,Processing,2025-10-11,2025-11-10,Cloud Storage Expansion,87,Low,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-002312,PO-2026-000948,VEN1084,Unknown Vendor,19KMOTL3101WNZP,Maintenance,India,WB,INR,30070.9,18,2484.52,5,1503.55,28567.35,33980.11,NEFT,60,Processing,2026-06-17,2026-08-16,Office Furniture Purchase,105,High,False,1,0,1,1,0,0,0,1,0,50,0
INV-2026-000949,PO-2026-000949,VEN1017,Future Systems,33VKSAT0710FGZG,Software,India,TN,INR,71401.38,18,12852.25,5,3570.07,67831.31,80683.56,UPI,30,Processing,2025-12-16,2026-01-15,Laptop Procurement,79,Medium,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-000950,PO-2026-000950,VEN1087,Alpha Solutions,29YOFEC1972Q4Z9,Cloud Services,India,KA,INR,87593.72,18,15766.87,0,0.0,87593.72,103360.59,UPI,15,Paid,2026-02-13,2026-02-28,Printer Cartridge Supply,80,Low,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-000951,PO-2026-000951,VEN1045,Apex Systems,29WJSTJ1658USZJ,Cloud Services,India,KA,INR,134546.08,18,24218.29,5,6727.3,127818.78,152037.07,UPI,30,Pending,2025-10-27,2025-11-26,Cloud Storage Expansion,116,Medium,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-000952,PO-2026-000952,VEN1077,Sigma Software,27KYTTJ3925GFZJ,Networking,India,MH,INR,46710.7,18,8407.93,0,0.0,46710.7,55118.63,NEFT,45,Overdue,2025-10-31,2025-12-15,IT Infrastructure Upgrade,112,Medium,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-000953,PO-2026-000953,VEN1035,Global Networks,08SLHZX6921N9ZL,Cloud Services,India,RJ,INR,90146.51,18,16226.37,10,9014.65,81131.86,97358.23,Bank Transfer,15,Paid,2026-06-13,2026-06-02,Business Analytics Consulting,113,Low,False,0,0,1,0,1,0,0,0,0,15,0
INV-2026-000954,PO-2026-000954,VEN1077,Sigma Software,27KYTTJ3925GFZJ,Networking,India,MH,INR,45103.03,18,8118.55,5,2255.15,42847.88,50966.43,NEFT,45,Processing,2025-10-03,2025-11-17,Business Analytics Consulting,112,Medium,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-007537,PO-2026-000955,VEN1059,Global Consulting,27EHCKP6509LXZ9,Networking,India,MH,INR,85547.6,18,1665.42,5,1333.99,25345.73,30148.08,Bank Transfer,30,Failed,2026-05-16,2026-06-15,Database Consulting,121,Low,False,1,0,1,1,0,1,1,0,0,85,1
INV-2026-000956,PO-2026-000956,VEN1028,Bluechip Consulting,08EHVXE8524XGZP,Maintenance,India,RJ,INR,50675.53,18,9121.6,10,5067.55,45607.98,54729.58,RTGS,45,Processing,2026-02-16,2026-04-02,Software License Renewal,94,Medium,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-000957,PO-2026-000957,VEN1006,Global Electronics,08NTUQU7662LLZA,Electronics,India,RJ,INR,94208.14,28,26378.28,0,0.0,94208.14,120586.42,UPI,15,Pending,2025-10-08,2025-10-23,Network Switch Installation,110,Medium,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-000958,PO-2026-000958,VEN1049,ABC Enterprises,27FAVKH7373L9ZD,Consulting,India,MH,INR,150764.43,18,13363.35,10,15076.44,135687.99,162825.59,Bank Transfer,45,Paid,2026-03-05,2026-04-19,IT Infrastructure Upgrade,107,Low,False,0,0,1,1,0,0,0,0,0,20,0
INV-2026-000959,PO-2026-000959,VEN1037,Vertex Industries,36LWHXI7363K2ZE,Hardware,India,TS,INR,125397.52,18,22571.55,0,0.0,125397.52,147969.07,NEFT,15,Pending,2025-07-03,2025-07-18,Laptop Procurement,146,Low,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-000960,PO-2026-000960,VEN1053,Apex Services,24RYIGR1720YJZQ,Consulting,India,GJ,INR,128763.54,18,23177.44,10,12876.35,115887.19,139064.63,RTGS,45,Processing,2026-04-27,2026-06-11,Laptop Procurement,72,Low,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-000961,PO-2026-000961,VEN1060,Future Electronics,29DXMRR9575X2ZQ,Cloud Services,India,KA,INR,40576.61,18,7303.79,0,0.0,40576.61,47880.4,UPI,60,Pending,2026-04-24,2026-06-23,Server Upgrade,101,Low,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-000962,PO-2026-000962,VEN1007,Vision Private Limited,08SUIKN7426R6ZM,Maintenance,India,RJ,INR,33591.61,18,6046.49,10,3359.16,30232.45,36278.94,NEFT,30,Pending,2026-03-19,2026-04-18,Cloud Infrastructure Subscription,139,Low,False,0,0,1,0,0,0,0,0,0,0,0
