vendor_name,category,country,state,currency,invoice_amount,gst_percentage,tax_amount,discount_percent,discount_amount,subtotal,total_amount,payment_method,payment_terms,payment_status,invoice_description,vendor_frequency,vendor_risk,blacklisted,duplicate_invoice,duplicate_po,gst_valid,tax_mismatch,date_anomaly,amount_anomaly,payment_anomaly,vendor_mismatch,currency_mismatch,risk_score,fraud,tax_ratio,discount_ratio,effective_gst,vendor_amount_ratio,high_value_invoice,amount_zscore,invoice_age,invoice_month,invoice_quarter,invoice_day,is_weekend,is_month_end,financial_risk_count,vendor_risk_count,operational_risk_count,total_risk_indicators,high_risk_vendor,blacklisted_vendor,risk_severity
21.0,3.0,0.0,7.0,3.0,202292.8,18.0,36412.7,10.0,20229.28,182063.52,218476.22,1.0,60.0,3.0,13.0,69.0,1.0,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.1,18.0,0.648,0.0,-0.501,60.0,5.0,2.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
87.0,4.0,0.0,6.0,3.0,51611.15,18.0,9290.01,5.0,2580.56,49030.59,58320.6,4.0,15.0,0.0,1.0,55.0,1.0,False,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,0.0,0.18,0.05,18.0,0.865,1.0,-0.273,15.0,9.0,3.0,10.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
91.0,4.0,0.0,6.0,3.0,27586.14,18.0,4965.51,10.0,2758.61,24827.53,29793.04,3.0,60.0,3.0,0.0,33.0,1.0,True,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.1,18.0,0.796,0.0,-0.316,60.0,4.0,2.0,28.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
14.0,6.0,0.0,0.0,1.0,40179.52,12.0,1288.54,0.0,0.0,10737.83,12026.37,2.0,30.0,2.0,0.0,68.0,1.0,False,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,70.0,1.0,0.0321,0.0,3.21,2.95,1.0,2.695,30.0,11.0,4.0,14.0,0.0,0.0,1.0,0.0,3.0,4.0,0.0,0.0,0.0
9.0,4.0,0.0,7.0,3.0,39309.68,18.0,7075.74,0.0,0.0,39309.68,46385.42,0.0,60.0,2.0,10.0,146.0,2.0,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,18.0,1.053,0.0,0.101,60.0,11.0,4.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
80.0,2.0,0.0,4.0,3.0,97372.23,28.0,27264.22,10.0,9737.22,87635.01,114899.23,4.0,60.0,0.0,3.0,110.0,2.0,False,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,55.0,0.0,0.28,0.1,28.0,0.664,1.0,-0.273,-5.0,2.0,1.0,17.0,0.0,0.0,1.0,1.0,2.0,4.0,0.0,0.0,2.0
80.0,0.0,0.0,6.0,3.0,86232.79,18.0,15521.9,0.0,0.0,86232.79,101754.69,4.0,30.0,4.0,10.0,26.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,25.0,0.0,0.18,0.0,18.0,0.588,1.0,-0.334,30.0,4.0,2.0,17.0,0.0,0.0,1.0,2.0,0.0,3.0,1.0,0.0,1.0
65.0,7.0,0.0,6.0,3.0,26111.25,18.0,4700.02,0.0,0.0,26111.25,30811.27,0.0,45.0,1.0,12.0,94.0,1.0,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,18.0,0.804,0.0,-0.307,45.0,5.0,2.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
82.0,1.0,0.0,0.0,3.0,185408.65,18.0,33373.56,0.0,0.0,185408.65,218782.21,2.0,15.0,1.0,9.0,113.0,2.0,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,18.0,0.944,1.0,-0.082,15.0,5.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
33.0,7.0,0.0,5.0,3.0,56713.67,18.0,10208.46,5.0,2835.68,53877.99,64086.45,4.0,60.0,1.0,2.0,79.0,2.0,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.05,18.0,0.807,0.0,-0.412,60.0,8.0,3.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19.0,3.0,0.0,7.0,3.0,214858.94,18.0,38674.61,10.0,21485.89,193373.05,232047.66,2.0,60.0,1.0,3.0,129.0,1.0,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.1,18.0,0.893,0.0,-0.189,60.0,8.0,3.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
23.0,2.0,0.0,4.0,3.0,13912.43,28.0,3895.48,5.0,695.62,13216.81,17112.29,2.0,30.0,2.0,9.0,148.0,1.0,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.05,28.0,0.583,0.0,-0.761,30.0,11.0,4.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
44.0,5.0,0.0,6.0,3.0,119597.97,18.0,21527.63,10.0,11959.8,107638.17,129165.8,3.0,15.0,3.0,11.0,80.0,1.0,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.1,18.0,1.032,0.0,0.077,15.0,3.0,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
68.0,4.0,0.0,6.0,3.0,134790.23,18.0,8974.41,0.0,0.0,49857.82,58832.23,0.0,30.0,1.0,11.0,106.0,1.0,False,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0666,0.0,6.66,1.864,1.0,1.394,30.0,8.0,3.0,11.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
67.0,0.0,0.0,7.0,3.0,64649.24,18.0,11636.86,5.0,3232.46,61416.78,73053.64,1.0,45.0,2.0,1.0,87.0,1.0,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.05,18.0,1.065,0.0,0.14,45.0,4.0,2.0,30.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
82.0,1.0,0.0,0.0,3.0,184088.26,18.0,33135.89,5.0,9204.41,174883.85,208019.74,2.0,30.0,2.0,14.0,113.0,2.0,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.05,18.0,0.937,1.0,-0.092,30.0,12.0,4.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
63.0,3.0,0.0,1.0,3.0,139974.49,18.0,25195.41,10.0,13997.45,125977.04,151172.45,4.0,30.0,2.0,6.0,133.0,1.0,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.1,18.0,0.815,0.0,-0.359,30.0,9.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
74.0,5.0,0.0,7.0,3.0,143753.07,18.0,25875.55,0.0,0.0,143753.07,169628.62,3.0,30.0,3.0,14.0,149.0,1.0,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,18.0,1.0,1.0,-0.001,30.0,11.0,4.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
49.0,7.0,0.0,7.0,4.0,49383.62,18.0,16700.83,10.0,4938.36,44445.26,53334.31,3.0,45.0,0.0,9.0,106.0,1.0,True,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,90.0,1.0,0.3382,0.1,33.82,1.057,0.0,0.114,45.0,12.0,4.0,8.0,0.0,0.0,1.0,1.0,3.0,5.0,0.0,1.0,0.0
74.0,5.0,0.0,7.0,3.0,142254.67,18.0,25605.84,0.0,0.0,142254.67,167860.51,3.0,30.0,3.0,7.0,149.0,1.0,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,18.0,0.989,1.0,-0.022,30.0,8.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
93.0,5.0,0.0,3.0,3.0,126104.88,18.0,22698.88,0.0,0.0,126104.88,148803.76,1.0,45.0,2.0,8.0,111.0,0.0,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,18.0,1.072,0.0,0.217,45.0,8.0,3.0,17.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
74.0,5.0,0.0,7.0,3.0,149902.77,18.0,26982.5,10.0,14990.28,134912.49,161894.99,3.0,60.0,1.0,1.0,149.0,1.0,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.1,18.0,1.042,1.0,0.086,60.0,12.0,4.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
20.0,6.0,0.0,3.0,3.0,48291.42,12.0,5794.97,0.0,0.0,48291.42,54086.39,2.0,30.0,3.0,12.0,44.0,2.0,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,12.0,1.033,1.0,0.063,30.0,7.0,3.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
34.0,3.0,0.0,7.0,3.0,256833.25,18.0,46229.99,0.0,0.0,256833.25,303063.24,1.0,60.0,3.0,14.0,27.0,1.0,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,18.0,0.632,1.0,-0.467,60.0,10.0,4.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
80.0,3.0,0.0,4.0,3.0,274803.4,18.0,49464.61,10.0,27480.34,247323.06,296787.67,3.0,45.0,2.0,1.0,59.0,1.0,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.18,0.1,18.0,1.874,1.0,0.709,45.0,8.0,3.0,21.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
69.0,2.0,0.0,4.0,3.0,45476.12,28.0,12733.31,0.0,0.0,45476.12,58209.43,3.0,45.0,0.0,9.0,49.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,40.0,0.0,0.28,0.0,28.0,0.703,0.0,-0.599,45.0,3.0,1.0,14.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,0.0,2.0
67.0,0.0,0.0,7.0,3.0,56021.12,18.0,10083.8,5.0,2801.06,53220.06,63303.86,1.0,60.0,3.0,1.0,87.0,1.0,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.05,18.0,0.923,0.0,-0.165,60.0,2.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10.0,0.0,0.0,2.0,3.0,115352.49,18.0,20763.45,5.0,5767.62,109584.87,130348.32,4.0,45.0,1.0,2.0,80.0,1.0,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.05,18.0,1.04,1.0,0.064,45.0,9.0,3.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
78.0,5.0,0.0,6.0,3.0,151011.64,18.0,27182.1,10.0,15101.16,135910.48,163092.58,4.0,15.0,3.0,10.0,135.0,1.0,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.1,18.0,0.841,1.0,-0.399,15.0,10.0,4.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
58.0,0.0,0.0,3.0,3.0,59409.21,18.0,10693.66,0.0,0.0,59409.21,70102.87,4.0,15.0,1.0,13.0,68.0,1.0,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,18.0,0.794,0.0,-0.355,15.0,12.0,4.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
42.0,0.0,0.0,7.0,3.0,55500.29,18.0,9990.05,5.0,2775.01,52725.28,62715.33,0.0,15.0,3.0,13.0,93.0,2.0,False,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,0.0,0.18,0.05,18.0,1.01,0.0,0.02,-6.0,6.0,2.0,17.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
59.0,1.0,0.0,6.0,3.0,47763.12,18.0,8597.36,10.0,4776.31,42986.81,51584.17,3.0,45.0,0.0,3.0,100.0,1.0,False,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,45.0,0.0,0.18,0.1,18.0,0.599,0.0,-0.615,45.0,5.0,2.0,15.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0
9.0,4.0,0.0,7.0,3.0,33148.13,18.0,5966.66,10.0,3314.81,29833.32,35799.98,0.0,45.0,4.0,8.0,146.0,2.0,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.1,18.0,0.888,0.0,-0.212,45.0,9.0,3.0,27.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18.0,4.0,0.0,4.0,3.0,58813.25,18.0,10586.39,5.0,2940.66,55872.59,66458.98,3.0,30.0,1.0,6.0,94.0,2.0,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.05,18.0,0.944,1.0,-0.087,30.0,3.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
54.0,6.0,0.0,5.0,3.0,35499.94,12.0,4259.99,5.0,1775.0,33724.94,37984.93,4.0,60.0,1.0,10.0,74.0,1.0,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.05,12.0,0.791,1.0,-0.334,60.0,6.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5.0,7.0,0.0,3.0,3.0,58367.53,18.0,10506.16,10.0,5836.75,52530.78,63036.94,4.0,30.0,2.0,4.0,87.0,1.0,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.1,18.0,0.763,0.0,-0.359,30.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
32.0,0.0,0.0,5.0,3.0,134266.1,18.0,5313.0,10.0,2951.67,26565.01,31878.01,2.0,15.0,3.0,5.0,111.0,2.0,False,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,55.0,0.0,0.0396,0.022,3.96,3.328,1.0,3.455,-10.0,4.0,2.0,6.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0,0.0,2.0
58.0,0.0,0.0,3.0,4.0,66997.09,18.0,12059.48,0.0,0.0,66997.09,79056.57,4.0,30.0,0.0,4.0,68.0,1.0,False,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,35.0,0.0,0.18,0.0,18.0,0.896,0.0,-0.18,30.0,10.0,4.0,29.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,2.0
25.0,0.0,0.0,2.0,3.0,48370.79,18.0,8706.74,0.0,0.0,48370.79,57077.53,4.0,45.0,2.0,14.0,57.0,0.0,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,18.0,0.529,0.0,-0.609,45.0,10.0,4.0,22.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
95.0,7.0,0.0,4.0,3.0,70688.1,18.0,12723.86,10.0,7068.81,63619.29,76343.15,0.0,60.0,1.0,10.0,89.0,1.0,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.1,18.0,0.793,1.0,-0.291,60.0,10.0,4.0,31.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
16.0,1.0,0.0,1.0,3.0,367154.18,18.0,17760.9,0.0,0.0,98671.69,116432.59,3.0,15.0,3.0,3.0,72.0,1.0,False,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0484,0.0,4.84,3.004,1.0,3.086,15.0,8.0,3.0,22.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
80.0,3.0,0.0,5.0,3.0,223412.92,18.0,40214.33,5.0,11170.65,212242.27,252456.6,3.0,45.0,0.0,13.0,121.0,1.0,False,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,15.0,0.0,0.18,0.05,18.0,1.523,0.0,0.425,45.0,6.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0
80.0,4.0,0.0,4.0,3.0,50332.23,18.0,9059.8,10.0,5033.22,45299.01,54358.81,3.0,45.0,1.0,11.0,94.0,2.0,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.18,0.1,18.0,0.343,1.0,-0.533,45.0,11.0,4.0,27.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
17.0,0.0,0.0,2.0,3.0,111059.93,18.0,19990.79,10.0,11105.99,99953.94,119944.73,4.0,60.0,1.0,2.0,116.0,2.0,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.1,18.0,0.881,1.0,-0.231,60.0,9.0,3.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
80.0,0.0,0.0,2.0,0.0,36169.08,18.0,8181.13,5.0,1808.45,34360.63,40871.06,4.0,15.0,4.0,8.0,101.0,1.0,False,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,50.0,0.0,0.2262,0.05,22.62,0.247,0.0,-0.611,15.0,11.0,4.0,6.0,0.0,0.0,1.0,1.0,2.0,4.0,0.0,0.0,2.0
95.0,7.0,0.0,4.0,3.0,59964.09,18.0,10793.54,5.0,2998.2,56965.89,67759.43,0.0,45.0,2.0,2.0,89.0,1.0,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.05,18.0,0.673,0.0,-0.46,45.0,2.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
68.0,4.0,0.0,6.0,3.0,58618.58,18.0,10551.34,0.0,0.0,58618.58,69169.92,0.0,15.0,3.0,5.0,106.0,1.0,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,18.0,0.811,1.0,-0.305,15.0,3.0,1.0,29.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2.0,1.0,0.0,3.0,3.0,144219.2,18.0,25959.46,0.0,0.0,144219.2,170178.66,0.0,60.0,4.0,8.0,107.0,1.0,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,18.0,0.822,1.0,-0.291,60.0,11.0,4.0,30.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
43.0,5.0,0.0,2.0,3.0,301353.44,18.0,24277.9,10.0,13487.72,121389.49,145667.39,3.0,45.0,1.0,6.0,123.0,1.0,False,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0806,0.0448,8.06,2.225,1.0,2.405,45.0,9.0,3.0,20.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
48.0,5.0,0.0,7.0,3.0,113586.09,18.0,20445.5,10.0,11358.61,102227.48,122672.98,4.0,30.0,3.0,1.0,65.0,2.0,False,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,40.0,0.0,0.18,0.1,18.0,0.639,0.0,-0.596,-10.0,9.0,3.0,16.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0
68.0,4.0,0.0,6.0,3.0,59100.34,18.0,10638.06,10.0,5910.03,53190.31,63828.37,0.0,60.0,4.0,3.0,106.0,1.0,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.1,18.0,0.818,1.0,-0.294,60.0,2.0,1.0,28.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
41.0,0.0,0.0,7.0,3.0,51890.49,18.0,9340.29,10.0,5189.05,46701.44,56041.73,1.0,60.0,4.0,14.0,93.0,1.0,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.18,0.1,18.0,0.863,0.0,-0.257,60.0,7.0,3.0,12.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0
16.0,1.0,0.0,1.0,3.0,127274.22,18.0,22909.36,0.0,0.0,127274.22,150183.58,3.0,30.0,0.0,2.0,72.0,1.0,False,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,0.0,0.18,0.0,18.0,1.041,0.0,0.063,30.0,1.0,1.0,25.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
80.0,7.0,0.0,4.0,3.0,63258.98,18.0,11386.62,10.0,6325.9,56933.08,68319.7,1.0,45.0,0.0,8.0,88.0,0.0,False,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,70.0,1.0,0.18,0.1,18.0,0.431,0.0,-0.461,45.0,5.0,2.0,23.0,1.0,0.0,1.0,2.0,2.0,5.0,1.0,0.0,0.0
93.0,5.0,0.0,3.0,3.0,253119.58,18.0,21969.96,5.0,6102.77,115952.59,137922.55,1.0,30.0,0.0,6.0,111.0,0.0,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,75.0,1.0,0.0868,0.0241,8.68,2.153,1.0,3.457,-6.0,3.0,1.0,16.0,0.0,0.0,2.0,1.0,2.0,5.0,1.0,0.0,0.0
83.0,4.0,0.0,4.0,3.0,21787.71,18.0,3921.79,10.0,2178.77,19608.94,23530.73,0.0,45.0,1.0,14.0,53.0,2.0,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.1,18.0,0.999,0.0,-0.002,45.0,9.0,3.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
30.0,0.0,0.0,2.0,3.0,32068.48,18.0,5772.33,0.0,0.0,32068.48,37840.81,4.0,30.0,1.0,9.0,101.0,1.0,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,18.0,0.828,0.0,-0.26,30.0,8.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
98.0,3.0,0.0,0.0,3.0,216830.67,18.0,39029.52,5.0,10841.53,205989.14,245018.66,2.0,60.0,0.0,6.0,142.0,1.0,True,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,50.0,0.0,0.18,0.05,18.0,1.138,0.0,0.224,60.0,3.0,1.0,17.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,2.0
63.0,3.0,0.0,1.0,3.0,181628.52,18.0,32693.13,5.0,9081.43,172547.09,205240.22,4.0,30.0,3.0,13.0,133.0,1.0,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.05,18.0,1.058,0.0,0.113,30.0,4.0,2.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
49.0,7.0,0.0,7.0,3.0,39555.75,18.0,7120.03,5.0,1977.79,37577.96,44697.99,3.0,30.0,4.0,12.0,106.0,1.0,True,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.05,18.0,0.847,0.0,-0.305,30.0,3.0,1.0,12.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
1.0,2.0,0.0,2.0,3.0,18606.62,28.0,7456.17,5.0,930.33,17676.29,22886.14,0.0,15.0,0.0,1.0,122.0,2.0,False,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,80.0,1.0,0.4007,0.05,40.07,0.954,0.0,-0.081,15.0,12.0,4.0,3.0,0.0,0.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0
35.0,5.0,0.0,3.0,3.0,39965.72,18.0,7193.83,10.0,3996.57,35969.15,43162.98,0.0,45.0,1.0,14.0,121.0,1.0,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.1,18.0,0.942,0.0,-0.086,45.0,6.0,2.0,30.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
41.0,0.0,0.0,7.0,3.0,51879.87,18.0,9338.38,0.0,0.0,51879.87,61218.25,1.0,15.0,2.0,2.0,93.0,1.0,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,18.0,0.863,0.0,-0.257,15.0,12.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2.0,1.0,0.0,3.0,3.0,126082.9,18.0,22694.92,0.0,0.0,126082.9,148777.82,0.0,15.0,2.0,1.0,107.0,1.0,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,18.0,0.718,0.0,-0.46,15.0,7.0,3.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
80.0,0.0,0.0,6.0,3.0,115680.86,18.0,20822.55,0.0,0.0,115680.86,136503.41,3.0,60.0,2.0,3.0,53.0,1.0,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.18,0.0,18.0,0.789,1.0,-0.171,60.0,8.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
1.0,2.0,0.0,2.0,3.0,14863.03,28.0,4161.65,5.0,743.15,14119.88,18281.53,0.0,30.0,1.0,2.0,122.0,2.0,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.05,28.0,0.762,0.0,-0.416,30.0,11.0,4.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
92.0,4.0,0.0,4.0,3.0,38385.84,18.0,6909.45,10.0,3838.58,34547.26,41456.71,2.0,45.0,1.0,0.0,139.0,1.0,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.1,18.0,0.867,0.0,-0.211,45.0,3.0,1.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3.0,2.0,0.0,5.0,3.0,158273.14,28.0,44316.48,5.0,7913.66,150359.48,194675.96,0.0,60.0,2.0,4.0,144.0,1.0,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.05,28.0,0.903,1.0,-0.133,60.0,3.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
